ID,数学,判定
19991518,26,不合格
19991519,12,不合格
19991520,67,B
19991521,2,不合格
19991522,10,不合格
19991523,9,不合格
19991524,55,不合格
19991525,84,A
19991526,10,不合格
19991527,54,不合格
19991528,47,不合格
19991529,98,A
19991530,85,A
19991531,12,不合格
19991532,53,不合格
19991533,47,不合格
19991534,31,不合格
19991535,34,不合格
19991536,65,B
19991537,13,不合格
19991538,81,A
19991539,60,B
19991540,29,不合格
19991541,32,不合格
19991542,43,不合格
19991543,86,A
19991544,31,不合格
19991545,60,B
19991546,49,不合格
19991547,34,不合格
19991548,47,不合格
19991549,76,B
19991550,61,B
19991551,6,不合格
19991552,50,不合格
19991553,32,不合格
19991554,32,不合格
19991555,38,不合格
19991556,79,B
19991557,24,不合格
19991558,10,不合格
19991559,63,B
19991560,36,不合格
19991561,10,不合格
19991562,55,不合格
19991563,89,A
19991564,94,A
19991565,48,不合格
19991566,39,不合格
19991567,66,B
19991568,60,B
19991569,74,B
19991570,23,不合格
19991571,98,A
19991572,59,不合格
19991573,11,不合格
19991574,36,不合格
19991575,63,B
19991576,52,不合格
19991577,31,不合格
19991578,16,不合格
19991579,47,不合格
19991580,18,不合格
19991581,16,不合格
19991582,40,不合格
19991583,29,不合格
19991584,11,不合格
19991585,49,不合格
19991586,99,A
19991587,74,B
19991588,50,不合格
19991589,92,A
19991590,62,B
19991591,90,A
19991592,49,不合格
19991593,83,A
19991594,12,不合格
19991595,68,B
19991596,43,不合格
19991597,78,B
19991598,20,不合格
19991599,55,不合格
19991600,18,不合格
19991601,78,B
19991602,98,A
19991603,9,不合格
19991604,74,B
19991605,97,A
19991606,80,A
19991607,85,A
19991608,93,A
19991609,30,不合格
19991610,9,不合格
19991611,61,B
19991612,54,不合格
19991613,89,A
19991614,80,A
19991615,41,不合格
19991616,50,不合格
19991617,6,不合格
19991618,81,A
19991619,40,不合格
19991620,5,不合格
19991621,41,不合格
19991622,58,不合格
19991623,9,不合格
19991624,7,不合格
19991625,90,A
19991626,64,B
19991627,28,不合格
19991628,27,不合格
19991629,5,不合格
19991630,96,A
19991631,12,不合格
19991632,29,不合格
19991633,71,B
19991634,1,不合格
19991635,70,B
19991636,46,不合格
19991637,77,B
19991638,46,不合格
19991639,11,不合格
19991640,65,B
19991641,42,不合格
19991642,8,不合格
19991643,9,不合格
19991644,44,不合格
19991645,48,不合格
19991646,69,B
19991647,48,不合格
19991648,78,B
19991649,30,不合格
19991650,93,A
19991651,21,不合格
19991652,66,B
19991653,81,A
19991654,87,A
19991655,88,A
19991656,13,不合格
19991657,64,B
19991658,1,不合格
19991659,51,不合格
19991660,95,A
19991661,35,不合格
19991662,32,不合格
19991663,15,不合格
19991664,0,不合格
19991665,64,B
19991666,73,B
19991667,88,A
19991668,24,不合格
19991669,0,不合格
19991670,52,不合格
19991671,79,B
19991672,90,A
19991673,66,B
19991674,48,不合格
19991675,45,不合格
19991676,23,不合格
19991677,99,A
19991678,50,不合格
19991679,39,不合格
19991680,62,B
19991681,32,不合格
19991682,23,不合格
19991683,62,B
19991684,83,A
19991685,78,B
19991686,6,不合格
19991687,77,B
19991688,36,不合格
19991689,89,A
19991690,74,B
19991691,90,A
19991692,69,B
19991693,3,不合格
19991694,35,不合格
19991695,51,不合格
19991696,77,B
19991697,37,不合格
19991698,86,A
19991699,89,A
19991700,56,不合格
19991701,53,不合格
19991702,81,A
19991703,90,A
19991704,16,不合格
19991705,31,不合格
19991706,40,不合格
19991707,26,不合格
19991708,25,不合格
19991709,24,不合格
19991710,53,不合格
19991711,73,B
19991712,42,不合格
19991713,55,不合格
19991714,71,B
19991715,3,不合格
19991716,81,A
19991717,62,B
19991718,50,不合格
19991719,34,不合格
19991720,19,不合格
19991721,12,不合格
19991722,54,不合格
19991723,41,不合格
19991724,56,不合格
19991725,21,不合格
19991726,55,不合格
19991727,17,不合格
19991728,68,B
19991729,80,A
19991730,93,A
19991731,42,不合格
19991732,48,不合格
19991733,96,A
19991734,38,不合格
19991735,67,B
19991736,30,不合格
19991737,26,不合格
19991738,23,不合格
19991739,60,B
19991740,17,不合格
19991741,47,不合格
19991742,70,B
19991743,82,A
19991744,54,不合格
19991745,3,不合格
19991746,3,不合格
19991747,63,B
19991748,44,不合格
19991749,18,不合格
19991750,72,B
19991751,64,B
19991752,16,不合格
19991753,1,不合格
19991754,47,不合格
19991755,44,不合格
19991756,3,不合格
19991757,28,不合格
19991758,88,A
19991759,94,A
19991760,58,不合格
19991761,91,A
19991762,31,不合格
19991763,26,不合格
19991764,38,不合格
19991765,15,不合格
19991766,67,B
19991767,33,不合格
19991768,50,不合格
19991769,5,不合格
19991770,89,A
19991771,85,A
19991772,94,A
19991773,83,A
19991774,49,不合格
19991775,26,不合格
19991776,88,A
19991777,29,不合格
19991778,49,不合格
19991779,18,不合格
19991780,35,不合格
19991781,93,A
19991782,14,不合格
19991783,52,不合格
19991784,91,A
19991785,7,不合格
19991786,78,B
19991787,24,不合格
19991788,70,B
19991789,10,不合格
19991790,42,不合格
19991791,29,不合格
19991792,49,不合格
19991793,81,A
19991794,99,A
19991795,94,A
19991796,57,不合格
19991797,4,不合格
19991798,8,不合格
19991799,96,A
19991800,52,不合格
19991801,39,不合格
19991802,35,不合格
19991803,37,不合格
19991804,82,A
19991805,60,B
19991806,17,不合格
19991807,64,B
19991808,12,不合格
19991809,70,B
19991810,45,不合格
19991811,90,A
19991812,88,A
19991813,48,不合格
19991814,39,不合格
19991815,6,不合格
19991816,3,不合格
19991817,79,B
19991818,17,不合格
19991819,73,B
19991820,68,B
19991821,97,A
19991822,32,不合格
19991823,25,不合格
19991824,67,B
19991825,94,A
19991826,64,B
19991827,71,B
19991828,13,不合格
19991829,91,A
19991830,97,A
19991831,8,不合格
19991832,42,不合格
19991833,11,不合格
19991834,48,不合格
19991835,35,不合格
19991836,0,不合格
19991837,14,不合格
19991838,93,A
19991839,74,B
19991840,16,不合格
19991841,15,不合格
19991842,5,不合格
19991843,71,B
19991844,54,不合格
19991845,53,不合格
19991846,3,不合格
19991847,2,不合格
19991848,91,A
19991849,14,不合格
19991850,39,不合格
19991851,76,B
19991852,74,B
19991853,58,不合格
19991854,34,不合格
19991855,25,不合格
19991856,37,不合格
19991857,4,不合格
19991858,60,B
19991859,58,不合格
19991860,16,不合格
19991861,58,不合格
19991862,51,不合格
19991863,55,不合格
19991864,63,B
19991865,4,不合格
19991866,20,不合格
19991867,5,不合格
19991868,87,A
19991869,14,不合格
19991870,9,不合格
19991871,85,A
19991872,15,不合格
19991873,3,不合格
19991874,9,不合格
19991875,17,不合格
19991876,45,不合格
19991877,16,不合格
19991878,65,B
19991879,4,不合格
19991880,51,不合格
19991881,25,不合格
19991882,37,不合格
19991883,13,不合格
19991884,32,不合格
19991885,73,B
19991886,37,不合格
19991887,25,不合格
19991888,38,不合格
19991889,67,B
19991890,78,B
19991891,42,不合格
19991892,21,不合格
19991893,18,不合格
19991894,6,不合格
19991895,97,A
19991896,81,A
19991897,62,B
19991898,88,A
19991899,79,B
19991900,24,不合格
19991901,77,B
19991902,17,不合格
19991903,81,A
19991904,43,不合格
19991905,86,A
19991906,51,不合格
19991907,55,不合格
19991908,45,不合格
19991909,81,A
19991910,28,不合格
19991911,84,A
19991912,75,B
19991913,20,不合格
19991914,4,不合格
19991915,1,不合格
19991916,29,不合格
19991917,29,不合格
19991918,35,不合格
19991919,28,不合格
19991920,17,不合格
19991921,85,A
19991922,14,不合格
19991923,84,A
19991924,52,不合格
19991925,5,不合格
19991926,99,A
19991927,17,不合格
19991928,69,B
19991929,48,不合格
19991930,15,不合格
19991931,3,不合格
19991932,86,A
19991933,80,A
19991934,84,A
19991935,14,不合格
19991936,5,不合格
19991937,96,A
19991938,87,A
19991939,39,不合格
19991940,36,不合格
19991941,62,B
19991942,76,B
19991943,31,不合格
19991944,48,不合格
19991945,57,不合格
19991946,96,A
19991947,10,不合格
19991948,48,不合格
19991949,67,B
19991950,70,B
19991951,99,A
19991952,60,B
19991953,72,B
19991954,4,不合格
19991955,6,不合格
19991956,49,不合格
19991957,15,不合格
19991958,32,不合格
19991959,94,A
19991960,85,A
19991961,0,不合格
19991962,75,B
19991963,14,不合格
19991964,48,不合格
19991965,10,不合格
19991966,25,不合格
19991967,5,不合格
19991968,95,A
19991969,71,B
19991970,91,A
19991971,13,不合格
19991972,72,B
19991973,86,A
19991974,67,B
19991975,41,不合格
19991976,85,A
19991977,31,不合格
19991978,82,A
19991979,47,不合格
19991980,32,不合格
19991981,4,不合格
19991982,1,不合格
19991983,43,不合格
19991984,88,A
19991985,83,A
19991986,22,不合格
19991987,14,不合格
19991988,42,不合格
19991989,67,B
19991990,3,不合格
19991991,65,B
19991992,9,不合格
19991993,4,不合格
19991994,7,不合格
19991995,17,不合格
19991996,80,A
19991997,59,不合格
19991998,69,B
19991999,45,不合格
19992000,91,A
19992001,73,B
19992002,1,不合格
19992003,63,B
19992004,68,B
19992005,70,B
19992006,11,不合格
19992007,51,不合格
19992008,24,不合格
19992009,41,不合格
19992010,57,不合格
19992011,18,不合格
19992012,69,B
19992013,83,A
19992014,26,不合格
19992015,65,B
19992016,9,不合格
19992017,96,A
19992018,16,不合格
19992019,50,不合格
19992020,77,B
19992021,85,A
19992022,79,B
19992023,5,不合格
19992024,45,不合格
19992025,76,B
19992026,98,A
19992027,63,B
19992028,62,B
19992029,23,不合格
19992030,85,A
19992031,95,A
19992032,13,不合格
19992033,10,不合格
19992034,43,不合格
19992035,74,B
19992036,21,不合格
19992037,8,不合格
19992038,72,B
19992039,54,不合格
19992040,81,A
19992041,33,不合格
19992042,75,B
19992043,59,不合格
19992044,36,不合格
19992045,38,不合格
19992046,61,B
19992047,38,不合格
19992048,17,不合格
19992049,86,A
19992050,55,不合格
19992051,92,A
19992052,93,A
19992053,67,B
19992054,71,B
19992055,90,A
19992056,92,A
19992057,44,不合格
19992058,41,不合格
19992059,50,不合格
19992060,63,B
19992061,34,不合格
19992062,51,不合格
19992063,69,B
19992064,86,A
19992065,96,A
19992066,93,A
19992067,7,不合格
19992068,90,A
19992069,80,A
19992070,18,不合格
19992071,25,不合格
19992072,44,不合格
19992073,70,B
19992074,60,B
19992075,22,不合格
19992076,86,A
19992077,46,不合格
19992078,95,A
19992079,14,不合格
19992080,22,不合格
19992081,55,不合格
19992082,97,A
19992083,68,B
19992084,48,不合格
19992085,33,不合格
19992086,76,B
19992087,49,不合格
19992088,32,不合格
19992089,0,不合格
19992090,54,不合格
19992091,17,不合格
19992092,52,不合格
19992093,9,不合格
19992094,10,不合格
19992095,69,B
19992096,40,不合格
19992097,46,不合格
19992098,0,不合格
19992099,8,不合格
19992100,16,不合格
19992101,42,不合格
19992102,97,A
19992103,39,不合格
19992104,31,不合格
19992105,86,A
19992106,24,不合格
19992107,67,B
19992108,34,不合格
19992109,40,不合格
19992110,96,A
19992111,43,不合格
19992112,86,A
19992113,94,A
19992114,61,B
19992115,35,不合格
19992116,2,不合格
19992117,60,B
19992118,55,不合格
19992119,95,A
19992120,5,不合格
19992121,21,不合格
19992122,52,不合格
19992123,49,不合格
19992124,39,不合格
19992125,34,不合格
19992126,67,B
19992127,91,A
19992128,34,不合格
19992129,79,B
19992130,49,不合格
19992131,88,A
19992132,4,不合格
19992133,20,不合格
19992134,14,不合格
19992135,72,B
19992136,36,不合格
19992137,12,不合格
19992138,47,不合格
19992139,48,不合格
19992140,96,A
19992141,34,不合格
19992142,52,不合格
19992143,8,不合格
19992144,91,A
19992145,26,不合格
19992146,73,B
19992147,93,A
19992148,23,不合格
19992149,37,不合格
19992150,22,不合格
19992151,91,A
19992152,50,不合格
19992153,38,不合格
19992154,38,不合格
19992155,14,不合格
19992156,36,不合格
19992157,90,A
19992158,27,不合格
19992159,58,不合格
19992160,39,不合格
19992161,50,不合格
19992162,23,不合格
19992163,69,B
19992164,72,B
19992165,84,A
19992166,9,不合格
19992167,1,不合格
19992168,25,不合格
19992169,13,不合格
19992170,85,A
19992171,1,不合格
19992172,3,不合格
19992173,0,不合格
19992174,56,不合格
19992175,39,不合格
19992176,75,B
19992177,26,不合格
19992178,23,不合格
19992179,83,A
19992180,86,A
19992181,20,不合格
19992182,89,A
19992183,62,B
19992184,30,不合格
19992185,29,不合格
19992186,72,B
19992187,2,不合格
19992188,21,不合格
19992189,37,不合格
19992190,74,B
19992191,81,A
19992192,74,B
19992193,82,A
19992194,2,不合格
19992195,98,A
19992196,53,不合格
19992197,92,A
19992198,6,不合格
19992199,55,不合格
19992200,84,A
19992201,43,不合格
19992202,3,不合格
19992203,64,B
19992204,43,不合格
19992205,43,不合格
19992206,49,不合格
19992207,49,不合格
19992208,51,不合格
19992209,69,B
19992210,50,不合格
19992211,7,不合格
19992212,68,B
19992213,48,不合格
19992214,68,B
19992215,21,不合格
19992216,97,A
19992217,96,A
19992218,6,不合格
19992219,29,不合格
19992220,62,B
19992221,85,A
19992222,45,不合格
19992223,60,B
19992224,94,A
19992225,40,不合格
19992226,22,不合格
19992227,35,不合格
19992228,74,B
19992229,10,不合格
19992230,52,不合格
19992231,29,不合格
19992232,71,B
19992233,35,不合格
19992234,5,不合格
19992235,55,不合格
19992236,96,A
19992237,32,不合格
19992238,21,不合格
19992239,4,不合格
19992240,79,B
19992241,41,不合格
19992242,41,不合格
19992243,49,不合格
19992244,82,A
19992245,66,B
19992246,44,不合格
19992247,47,不合格
19992248,64,B
19992249,35,不合格
19992250,89,A
19992251,83,A
19992252,1,不合格
19992253,85,A
19992254,18,不合格
19992255,94,A
19992256,71,B
19992257,62,B
19992258,14,不合格
19992259,64,B
19992260,71,B
19992261,33,不合格
19992262,85,A
19992263,73,B
19992264,58,不合格
19992265,69,B
19992266,80,A
19992267,96,A
19992268,97,A
19992269,26,不合格
19992270,91,A
19992271,83,A
19992272,37,不合格
19992273,63,B
19992274,23,不合格
19992275,43,不合格
19992276,3,不合格
19992277,17,不合格
19992278,91,A
19992279,67,B
19992280,84,A
19992281,33,不合格
19992282,59,不合格
19992283,80,A
19992284,75,B
19992285,24,不合格
19992286,58,不合格
19992287,25,不合格
19992288,64,B
19992289,27,不合格
19992290,86,A
19992291,2,不合格
19992292,67,B
19992293,82,A
19992294,14,不合格
19992295,5,不合格
19992296,68,B
19992297,72,B
19992298,40,不合格
19992299,85,A
19992300,55,不合格
19992301,11,不合格
19992302,55,不合格
19992303,97,A
19992304,6,不合格
19992305,13,不合格
19992306,64,B
19992307,18,不合格
19992308,30,不合格
19992309,18,不合格
19992310,2,不合格
19992311,27,不合格
19992312,49,不合格
19992313,54,不合格
19992314,84,A
19992315,91,A
19992316,61,B
19992317,13,不合格
19992318,94,A
19992319,22,不合格
19992320,95,A
19992321,23,不合格
19992322,71,B
19992323,57,不合格
19992324,85,A
19992325,96,A
19992326,36,不合格
19992327,26,不合格
19992328,78,B
19992329,27,不合格
19992330,15,不合格
19992331,15,不合格
19992332,47,不合格
19992333,66,B
19992334,24,不合格
19992335,27,不合格
19992336,0,不合格
19992337,36,不合格
19992338,31,不合格
19992339,99,A
19992340,24,不合格
19992341,18,不合格
19992342,70,B
19992343,74,B
19992344,62,B
19992345,55,不合格
19992346,19,不合格
19992347,76,B
19992348,54,不合格
19992349,81,A
19992350,46,不合格
19992351,45,不合格
19992352,9,不合格
19992353,92,A
19992354,55,不合格
19992355,72,B
19992356,0,不合格
19992357,66,B
19992358,83,A
19992359,64,B
19992360,59,不合格
19992361,40,不合格
19992362,87,A
19992363,22,不合格
19992364,63,B
19992365,97,A
19992366,93,A
19992367,88,A
19992368,7,不合格
19992369,92,A
19992370,59,不合格
19992371,4,不合格
19992372,4,不合格
19992373,73,B
19992374,92,A
19992375,15,不合格
19992376,42,不合格
19992377,74,B
19992378,77,B
19992379,30,不合格
19992380,35,不合格
19992381,45,不合格
19992382,65,B
19992383,27,不合格
19992384,98,A
19992385,97,A
19992386,92,A
19992387,31,不合格
19992388,15,不合格
19992389,43,不合格
19992390,61,B
19992391,49,不合格
19992392,63,B
19992393,6,不合格
19992394,16,不合格
19992395,73,B
19992396,34,不合格
19992397,45,不合格
19992398,28,不合格
19992399,89,A
19992400,26,不合格
